Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
1714,Far Cry 4,PS3,2014,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,0.35,0.63,0.09,0.19,1.26
1715,Kung Fu Panda,DS,2008,Platform,Activision  ,Vicarious Visions  ,,,0.56,0.56,,0.14,1.26
1716,Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft  ,Griptonite Studio  ,6.3,,0.43,0.5,0.05,0.28,1.26
1717,Tales of Xillia,PS3,2013,Role-Playing,Namco Bandai Games  ,Namco Tales Studio  ,,,0.29,0.2,0.67,0.1,1.25
1718,NBA Live 2001,PS,2000,Sports,EA Sports  ,EA Canada  ,,,0.7,0.47,,0.08,1.25
1719,Persona 4 Golden,PSV,2012,Role-Playing,Atlus  ,Atlus  ,,,0.37,0.29,0.39,0.21,1.25
1720,Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts  ,Krome Studios  ,,,0.49,0.0,0.01,0.75,1.25
1721,Combat,2600,2077,Action,Atari  ,Atari  ,,,1.17,0.07,,0.01,1.25
1722,Kingdom Hearts HD II.5 ReMIX,PS3,2014,Role-Playing,Square Enix  ,Square Enix  ,,,0.52,0.36,0.19,0.18,1.25
1723,Dragon Ball: Daimaou Fukkatsu,NES,1988,Role-Playing,Bandai  ,TOSE  ,,,,,1.25,0.0,1.25
1724,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,Bandai  ,Bandai  ,,,,,1.25,0.0,1.25
1725,Reel Fishing,PS,1998,Sports,Natsume  ,Pack-In Video  ,,,0.99,0.13,0.1,0.04,1.25
1726,Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts  ,Electronic Arts  ,8.4,,1.0,0.13,0.02,0.1,1.25
1727,Pokémon XD: Gale of Darkness,GC,2005,Role-Playing,Nintendo  ,Genius Sonority Inc.  ,6.9,,0.71,0.19,0.31,0.03,1.25
1728,Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft  ,Ubisoft  ,,,0.47,0.53,0.03,0.22,1.25
1729,Black,PS2,2006,Shooter,Electronic Arts  ,Criterion Games  ,7.7,,1.01,0.04,0.03,0.16,1.25
1730,RollerCoaster Tycoon 2,PC,2002,Strategy,Atari  ,Chris Sawyer  ,7.3,,1.19,0.06,,,1.25
1731,FIFA Street (2012),PS3,2012,Sports,EA Sports  ,EA Canada  ,,,0.13,0.91,,0.21,1.25
1732,Ratatouille,DS,2007,Platform,THQ  ,Helixe  ,7.0,,0.49,0.62,,0.14,1.25
1733,Winter Sports: The Ultimate Challenge,Wii,2007,Sports,Conspiracy Entertainment  ,49Games  ,,,0.45,0.68,,0.12,1.25
1734,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive  ,Core Design Ltd.  ,,,0.61,0.48,,0.16,1.25
1735,Cars 2,DS,2011,Racing,Disney Interactive Studios  ,Avalanche Software  ,6.5,,0.68,0.41,0.04,0.12,1.25
1736,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft  ,Ubisoft Shanghai  ,,,0.52,0.56,,0.17,1.25
1737,Road Rash 3D,PS,1998,Racing,Electronic Arts  ,Electronic Arts  ,,,1.05,0.16,,0.04,1.25
1738,Ratchet: Deadlocked,PS2,2005,Shooter,Sony Computer Entertainment  ,Insomniac Games  ,,,0.85,0.03,0.22,0.14,1.24
1739,LEGO City Undercover,WiiU,2013,Action,Nintendo  ,TT Fusion  ,7.5,,0.5,0.52,0.13,0.09,1.24
1740,Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,VU Games  ,Snowblind Studios  ,,,0.61,0.48,,0.16,1.24
1741,Oddworld: Abe's Oddysee,PS,1997,Platform,GT Interactive  ,Oddworld Inhabitants  ,8.3,,0.75,0.44,,0.06,1.24
1742,LEGO The Lord of the Rings,X360,2012,Misc,Warner Bros. Interactive Entertainment  ,Unknown  ,,,0.64,0.5,,0.1,1.24
1743,Ridge Racer V,PS2,2000,Racing,Namco  ,Namco  ,,,0.24,0.19,0.75,0.06,1.24
1744,Battlefield: Hardline,XOne,2015,Shooter,Electronic Arts  ,EA DICE  ,,,0.73,0.39,0.01,0.11,1.24
1745,WWE SmackDown vs. Raw 2009,PS2,2008,Sports,THQ  ,Yuke's Media Creations  ,,,0.69,0.0,,0.55,1.24
1746,Tetris 2,GB,1993,Puzzle,Nintendo  ,Nintendo  ,,,0.56,0.22,0.43,0.03,1.24
1747,[Prototype],PS3,2009,Action,Activision  ,Radical Entertainment  ,8.1,,0.65,0.41,,0.18,1.24
1748,Star Wars Episode III: Revenge of the Sith,XB,2005,Action,LucasArts  ,The Collective  ,,,0.82,0.38,,0.04,1.24
1749,Transformers: Autobots / Decepticons,DS,2007,Action,Activision  ,Vicarious Visions  ,,,1.12,0.03,,0.09,1.24
1750,The Legend of Zelda: Twilight Princess HD,WiiU,2016,Action-Adventure,Nintendo  ,Tantalus Interactive  ,8.4,,0.67,0.37,0.1,0.1,1.24
1751,Need for Speed Carbon,PS3,2006,Racing,Electronic Arts  ,EA Black Box  ,7.8,,0.49,0.51,0.03,0.2,1.24
1752,The Legend of Zelda: Tri Force Heroes,3DS,2015,Adventure,Nintendo  ,GREZZO  ,7.4,,0.61,0.34,0.19,0.09,1.24
1753,LEGO Batman 2: DC Super Heroes,PS3,2012,Action-Adventure,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.5,0.54,,0.19,1.23
1754,Frogger: The Great Quest,PS2,2001,Platform,Konami  ,Konami  ,3.0,,0.6,0.47,,0.16,1.23
1755,Ninja Gaiden,XB,2004,Action,Tecmo  ,Team Ninja  ,9.4,,0.92,0.2,0.07,0.04,1.23
1756,Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,Universal Interactive  ,Traveller's Tales  ,,,0.59,0.57,,0.07,1.23
1757,Driv3r,PS2,2004,Racing,Atari  ,Reflections Interactive  ,,,0.6,0.47,,0.16,1.23
1758,Guitar Hero: Aerosmith,X360,2008,Misc,Activision  ,Neversoft  ,,,1.0,0.13,,0.1,1.23
1759,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Misc,Sony Computer Entertainment  ,Various  ,,,0.69,0.47,,0.08,1.23
1760,2010 FIFA World Cup South Africa,PS3,2010,Sports,EA Sports  ,EA Canada  ,8.2,,0.3,0.64,0.07,0.22,1.23
1761,Kirby Tilt 'n' Tumble,GB,2001,Puzzle,Nintendo  ,HAL Laboratory  ,,,0.29,0.17,0.75,0.02,1.23
1762,Spongebob Squarepants: Battle for Bikini Bottom,GBA,2003,Platform,THQ  ,Vicarious Visions  ,,,0.88,0.33,,0.02,1.23
1763,Vigilante 8,PS,1998,Racing,Activision  ,"Luxoflux, Inc.  ",,,0.68,0.47,,0.08,1.23
1764,Castlevania,NES,1987,Platform,Konami  ,Konami  ,,,0.54,0.06,0.62,0.01,1.23
1765,Donkey Kong Country 2,GBA,2004,Platform,Nintendo  ,Rare Ltd.  ,7.6,,0.79,0.27,0.12,0.04,1.23
1766,Ben 10: Protector of Earth,Wii,2007,Action,D3 Publisher  ,High Voltage Software  ,,,0.54,0.55,,0.13,1.23
1767,"WarioWare, Inc.: Mega MicroGame$",GBA,2003,Puzzle,Nintendo  ,Nintendo R&D1  ,,,0.4,0.11,0.7,0.02,1.23
1768,Pikmin 3,WiiU,2013,Strategy,Nintendo  ,Nintendo EAD  ,8.7,,0.47,0.38,0.29,0.08,1.23
1769,Diddy Kong Racing DS,DS,2007,Racing,Nintendo  ,Rare Ltd.  ,5.1,,1.09,0.04,,0.09,1.22
1770,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom  ,Capcom  ,8.5,,0.55,0.45,0.14,0.09,1.22
1771,Mario Power Tennis,GC,2004,Sports,Nintendo  ,Camelot Software Planning  ,8.1,,0.58,0.16,0.46,0.03,1.22
1772,Star Wars Battlefront II,PSP,2005,Shooter,LucasArts  ,Savage Entertainment  ,6.9,,1.05,0.06,0.01,0.1,1.22
1773,Intelligent Qube,PS,1997,Puzzle,Sony Computer Entertainment  ,Sony Computer Entertainment  ,7.4,,0.13,0.07,1.0,0.02,1.22
1774,Game & Watch Gallery 2,GB,1998,Misc,Nintendo  ,Nintendo  ,,,0.76,0.3,0.12,0.04,1.22
1775,Game & Watch Gallery 3,GB,1999,Misc,Nintendo  ,Nintendo  ,,,0.79,0.31,0.08,0.04,1.22
1776,Pac-Man,NES,1993,Puzzle,Namco  ,Namco  ,,,0.27,0.08,0.85,0.02,1.22
1777,WWE 2K17,PS4,2016,Sports,2K Games  ,Yuke's  ,,,0.32,0.7,,0.19,1.22
1778,Parfait: Chocolat Second Style,PS2,2006,Adventure,Alchemist  ,Alchemist  ,,,0.59,0.46,0.01,0.15,1.22
1779,NBA Live 99,PS,1998,Sports,EA Sports  ,NuFX  ,8.3,,1.13,0.05,,0.03,1.22
1780,Chocobo no Fushigi Dungeon,PS,1997,Role-Playing,Square  ,SquareSoft  ,,,,,1.14,0.08,1.22
1781,Golden Sun: The Lost Age,GBA,2003,Role-Playing,Nintendo  ,Camelot Software Planning  ,8.3,,0.61,0.27,0.27,0.07,1.22
1782,SimCity 2000,PS,1996,Simulation,Maxis  ,Maxis  ,,,0.68,0.46,,0.08,1.22
1783,Max Payne,XB,2001,Shooter,Rockstar Games  ,neo Software  ,8.6,,0.98,0.19,,0.05,1.22
1784,WCW Mayhem,PS,1999,Fighting,Electronic Arts  ,Kodiak Interactive  ,,,0.68,0.46,,0.08,1.22
1785,NBA 2K2,PS2,2002,Sports,Sega  ,Visual Concepts  ,,,0.59,0.46,0.01,0.15,1.22
1786,NASCAR Thunder 2003,PS2,2002,Racing,EA Sports  ,EA Tiburon  ,,,0.6,0.46,,0.16,1.22
1787,Final Fantasy IV,DS,2008,Role-Playing,Square Enix  ,Matrix Software  ,8.5,9.0,0.51,0.04,0.62,0.05,1.21
1788,Cars,PS2,2006,Racing,THQ  ,Rainbow Studios  ,,,1.01,0.04,,0.16,1.21
1789,Fuzion Frenzy,XB,2001,Misc,Microsoft  ,Blitz Games  ,,,0.93,0.24,,0.04,1.21
1790,Call of Duty: Finest Hour,XB,2004,Shooter,Activision  ,Spark Unlimited  ,,,0.78,0.4,,0.04,1.21
1791,Guitar Hero Live,PS4,2015,Music,Activision  ,FreeStyleGames  ,,,0.52,0.49,,0.2,1.21
1792,Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts  ,EA Los Angeles  ,,,0.25,0.7,0.03,0.24,1.21
1793,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai  ,CyberConnect2  ,7.3,,0.42,0.47,0.15,0.17,1.21
1794,Bayonetta,PS3,2010,Action,Sega  ,PlatinumGames  ,8.6,7.2,0.44,0.4,0.21,0.16,1.21
1795,Just Dance 4,X360,2012,Music,Ubisoft  ,Ubisoft  ,,,0.9,0.19,,0.12,1.21
1796,Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,Sony Computer Entertainment  ,Sucker Punch  ,,,1.03,0.14,,0.04,1.21
1797,Dino Crisis 2,PS,2000,Action,Capcom  ,Capcom Production Studio 4  ,8.8,,0.34,0.49,0.28,0.1,1.21
1798,Dragon Quest IV: Michibikareshi Monotachi,PS,2001,Role-Playing,Enix  ,Heart Beat  ,,,,,1.2,0.01,1.21
1799,Star Wars Episode 1: Jedi Power Battles,PS,2000,Action,LucasArts  ,LucasArts  ,,,0.66,0.48,0.01,0.06,1.21
1800,The Magical Quest starring Mickey Mouse (all region sales),SNES,1992,Platform,Capcom  ,Capcom  ,,,0.66,0.17,0.35,0.03,1.21
1801,Need for Speed Underground,GC,2003,Racing,Electronic Arts  ,EA Black Box  ,,,0.69,0.48,0.01,0.03,1.21
1802,FIFA 07 Soccer,PSP,2006,Sports,EA Sports  ,EA Canada  ,8.0,,0.25,0.64,,0.32,1.21
1803,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,Majesco  ,Majesco Games  ,,,0.87,0.32,,0.02,1.21
1804,Boom Blox,Wii,2008,Puzzle,Electronic Arts  ,EA Los Angeles  ,8.6,8.9,0.71,0.38,0.0,0.12,1.21
1805,Cars,PSP,2006,Racing,THQ  ,Locomotive Games  ,7.4,,0.72,0.28,,0.2,1.21
1806,FIFA Soccer 11,PSP,2010,Sports,EA Sports  ,HB Studios  ,7.0,,0.13,0.7,0.01,0.36,1.21
1807,Test Drive 4,PS,1997,Racing,Accolade  ,Pitbull Syndicate  ,,,0.67,0.46,,0.08,1.21
1808,The Sims 2: Castaway,Wii,2007,Simulation,Electronic Arts  ,Maxis  ,,,0.44,0.63,,0.14,1.21
1809,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2006,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,8.0,,0.01,0.88,0.31,,1.2
1810,The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,Black Label Games  ,Surreal Software  ,,,0.59,0.46,,0.15,1.2
1811,ATV Offroad Fury 3,PS2,2004,Racing,Sony Computer Entertainment  ,Climax Group  ,7.5,,1.0,0.04,,0.16,1.2
1812,F1 2011,PS3,2011,Racing,Codemasters  ,Codemasters Birmingham  ,8.4,,0.12,0.75,0.11,0.23,1.2
1813,Metal Gear Solid V: Ground Zeroes,PS4,2014,Action-Adventure,Konami Digital Entertainment  ,Kojima Productions  ,7.6,,0.36,0.5,0.17,0.17,1.2
1814,Pikmin 2,GC,2004,Strategy,Nintendo  ,Nintendo EAD  ,9.1,,0.48,0.13,0.56,0.03,1.2
1815,Minecraft: Story Mode,X360,2015,Adventure,Mojang  ,Telltale Games  ,,,0.67,0.42,,0.11,1.2
1816,Mad Max (2013),PS4,2015,Action,Warner Bros. Interactive Entertainment  ,Avalanche Studios  ,,,0.38,0.59,0.05,0.19,1.2
1817,Dragon Ball Z: La Legende Saien,SNES,1994,Fighting,Bandai  ,TOSE  ,,,,,1.2,0.0,1.2
1818,Ganbare Goemon! Karakuri Douchuu,NES,1986,Platform,Konami  ,Konami  ,,,,,1.2,,1.2
1819,NFL 2K,DC,1999,Sports,Sega  ,Visual Concepts  ,9.7,,1.12,0.05,,0.02,1.2
1820,SolarStriker,GB,1990,Shooter,Nintendo  ,Nintendo R&D1  ,,,0.4,0.39,0.36,0.04,1.2
1821,TwinBee,NES,1986,Shooter,Konami  ,Konami  ,,,,,1.2,,1.2
1822,WWE 2K14,PS3,2013,Fighting,2K Sports  ,Yuke's  ,7.6,,0.49,0.51,,0.2,1.2
1823,Enter the Matrix,XB,2003,Action,Atari  ,Shiny Entertainment  ,,,0.72,0.43,0.01,0.04,1.2
1824,NHL 2002,PS2,2001,Sports,EA Sports  ,EA Canada  ,,,0.59,0.46,,0.15,1.2
1825,Shadow of the Colossus,PS4,2018,Action-Adventure,Sony Interactive Entertainment  ,Bluepoint Games  ,9.3,,0.44,0.52,0.05,0.19,1.2
1826,Kingdom Hearts HD II.8 Final Chapter Prologue,PS4,2017,Role-Playing,Square Enix  ,Square-Enix  ,7.6,,0.57,0.25,0.2,0.17,1.2
1827,Nuclear Strike,PS,1997,Simulation,Electronic Arts  ,Electronic Arts  ,,,0.66,0.45,,0.08,1.19
1828,Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,Sega  ,Sega  ,6.5,,0.18,0.66,0.27,0.08,1.19
1829,The Simpsons: Road Rage,GBA,2003,Racing,THQ  ,Altron  ,,,0.86,0.32,,0.02,1.19
1830,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Action,THQ  ,Vicarious Visions  ,,,0.92,0.23,,0.04,1.19
1831,Pro Evolution Soccer 2008,Wii,2008,Sports,Konami  ,Konami  ,,,0.09,0.84,0.11,0.15,1.19
1832,Scarface: The World is Yours,PS2,2006,Adventure,Sierra Entertainment  ,Radical Entertainment  ,,,0.99,0.04,,0.16,1.19
1833,Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami  ,Kojima Productions  ,8.7,,0.38,0.35,0.38,0.09,1.19
1834,Disney Sing It,Wii,2008,Misc,Disney Interactive Studios  ,Zoe Mode  ,,,0.77,0.31,,0.11,1.19
1835,Disney's Chip 'n Dale: Rescue Rangers,NES,1990,Platform,Capcom  ,Capcom  ,,,0.68,0.14,0.35,0.02,1.19
1836,Kobe Bryant in NBA Courtside,N64,1998,Sports,Nintendo  ,Left Field Productions  ,,,1.02,0.13,0.04,0.01,1.19
1837,The Dukes of Hazzard: Racing for Home,PS,1999,Racing,SouthPeak Interactive  ,Sinister Games  ,,,0.99,0.16,,0.04,1.19
1838,Dragon Ball: Xenoverse,PS4,2015,Fighting,Namco Bandai Games  ,Dimps Corporation  ,,,0.33,0.55,0.14,0.17,1.19
1839,WWE SmackDown vs Raw 2008,PSP,2007,Fighting,THQ  ,Yuke's Media Creations  ,7.3,,0.45,0.47,,0.28,1.19
1840,LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Adventure,LucasArts  ,Traveller's Tales  ,,,0.65,0.43,,0.12,1.19
1841,Hitman 2: Silent Assassin,XB,2002,Action,Eidos Interactive  ,IO Interactive  ,,,0.76,0.38,,0.05,1.19
1842,Spider-Man: The Movie,GC,2002,Action,Activision  ,Treyarch  ,7.6,,0.86,0.27,0.01,0.04,1.19
1843,Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo  ,Nintendo Software Technology Corporation  ,7.7,,0.73,0.03,0.36,0.07,1.19
1844,Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo  ,Square Enix  ,7.1,,0.64,0.24,0.29,0.02,1.19
1845,Metal Gear Solid VR Missions,PS,1999,Adventure,Konami  ,Konami Computer Entertainment Japan  ,6.8,,0.66,0.45,,0.08,1.18
1846,LEGO Indiana Jones: The Original Adventures,PSP,2008,Adventure,LucasArts  ,Traveller's Tales  ,7.6,,0.4,0.49,,0.3,1.18
1847,LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.48,0.5,,0.2,1.18
1848,Pole Position,2600,1983,Racing,Atari  ,Atari  ,,,1.1,0.07,,0.01,1.18
1849,LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts  ,Traveller's Tales  ,8.0,,0.52,0.47,,0.19,1.18
1850,Mario Tennis,GB,2001,Sports,Nintendo  ,Camelot Software Planning  ,,,0.5,0.18,0.44,0.06,1.18
1851,R.B.I. Baseball 3,NES,1991,Sports,Tengen  ,Namco  ,,,0.1,,1.08,,1.18
1852,Shenmue,DC,2000,Adventure,Sega  ,Sega-AM2  ,8.9,,0.52,0.24,0.38,0.04,1.18
1853,Resident Evil: Operation Raccoon City,PS3,2012,Shooter,Capcom  ,Slant Six Games  ,,,0.48,0.24,0.36,0.1,1.18
1854,Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision  ,Vicarious Visions  ,8.9,,0.85,0.31,,0.02,1.18
1855,LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.41,0.56,0.02,0.19,1.18
1856,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,DS,2009,Role-Playing,Level 5  ,Level 5  ,,,,,1.18,,1.18
1857,Medal of Honor: Warfighter,X360,2012,Shooter,Electronic Arts  ,Danger Close Games  ,,,0.61,0.46,0.01,0.1,1.18
1858,PokéPark Wii: Pikachu's Adventure,Wii,2010,Adventure,Nintendo  ,Creatures Inc.  ,,,0.53,0.17,0.42,0.06,1.18
1859,Red Dead Redemption: Undead Nightmare,PS3,2010,Action,Rockstar Games  ,Rockstar San Diego  ,10.0,,0.47,0.45,0.06,0.19,1.18
1860,Super Ghouls 'n Ghosts,SNES,1991,Platform,Capcom  ,Capcom  ,,,0.5,0.14,0.52,0.02,1.18
1861,WWE '12,PS3,2011,Fighting,THQ  ,"Yuke's Co., Ltd.  ",9.0,,0.53,0.45,0.02,0.17,1.18
1862,Miitopia,3DS,2017,Role-Playing,Nintendo  ,Nintendo EPD  ,6.6,,0.3,0.54,0.26,0.07,1.17
1863,Soviet Strike,PS,1996,Simulation,Electronic Arts  ,EA Tiburon  ,,,0.65,0.44,,0.08,1.17
1864,One Piece Pirate Warriors,PS3,2012,Action,Namco Bandai Games  ,Omega Force  ,,,0.01,0.24,0.86,0.06,1.17
1865,Gun,PS2,2005,Shooter,Activision  ,Neversoft Entertainment  ,,,0.98,0.04,,0.16,1.17
1866,Ty the Tasmanian Tiger,PS2,2002,Platform,Electronic Arts  ,Krome Studios  ,6.2,,0.57,0.45,,0.15,1.17
1867,Mega Man 3,NES,1990,Platform,Capcom  ,Capcom  ,,,0.68,0.1,0.39,,1.17
1868,Mission: Impossible,N64,1998,Action,Ocean  ,Infogrames  ,6.6,,0.74,0.38,0.02,0.03,1.17
1869,Romancing SaGa 2,SNES,1993,Role-Playing,Square  ,SquareSoft  ,,,,,1.17,0.0,1.17
1870,Cabela's Dangerous Hunts,PS2,2003,Sports,Activision  ,Sand Grain Studios  ,,,0.57,0.45,,0.15,1.17
1871,Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks  ,Obsidian Entertainment  ,8.3,,0.59,0.45,,0.13,1.17
1872,WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ  ,JAKKS Pacific  ,8.1,,0.48,0.48,0.01,0.19,1.17
1873,Cool Boarders 4,PS,1999,Sports,989 Studios  ,Idol Minds Digital Entertainment  ,,,0.65,0.44,,0.08,1.17
1874,Army of Two,PS3,2008,Shooter,Electronic Arts  ,EA Montreal  ,7.4,6.9,0.74,0.26,0.02,0.15,1.17
1875,Rage Racer,PS,1997,Racing,Namco  ,Namco  ,,,0.16,0.11,0.83,0.08,1.17
1876,Medal of Honor: Rising Sun,XB,2003,Shooter,Electronic Arts  ,EA Los Angeles  ,,,0.76,0.36,,0.05,1.17
1877,Destruction Derby 2,PS,1996,Racing,Sony Computer Entertainment  ,Reflections Interactive  ,,,0.65,0.44,,0.08,1.17
1878,Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo  ,Nintendo Software Technology Corporation  ,,,0.68,0.25,0.21,0.02,1.17
1879,Sunset Overdrive,XOne,2014,Action,Microsoft Studios  ,Insomniac Games  ,8.0,,0.64,0.42,0.0,0.1,1.16
1880,Sonic the Hedgehog (2006),PS3,2007,Platform,Sega  ,Sonic Team  ,,,0.41,0.06,0.04,0.66,1.16
1881,Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Rockstar Games  ,Rockstar San Diego  ,,,0.97,0.04,,0.16,1.16
1882,WWE 2K15,PS4,2014,Sports,2K Sports  ,Visual Concepts  ,,,0.4,0.57,,0.19,1.16
1883,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft  ,Red Storm Entertainment  ,,,0.57,0.44,,0.15,1.16
1884,Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment  ,Light Weight  ,8.2,,0.39,0.27,0.43,0.08,1.16
1885,Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft  ,Ubisoft Montreal  ,,,0.7,0.36,,0.1,1.16
1886,Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix  ,Square Enix  ,8.9,,0.45,0.24,0.3,0.16,1.16
1887,MLB The Show 17,PS4,2017,Sports,Sony Interactive Entertainment  ,SIE San Diego Studio  ,,,0.94,,,0.22,1.16
1888,Mirror's Edge,X360,2008,Platform,Electronic Arts  ,EA Digital Illusions CE  ,7.6,,0.51,0.51,0.01,0.12,1.16
1889,NASCAR Thunder 2002,PS2,2001,Racing,EA Sports  ,EA Tiburon  ,,,0.57,0.44,,0.15,1.16
1890,Jet Force Gemini,N64,1999,Shooter,Rare  ,Rare Ltd.  ,8.1,,0.78,0.28,0.07,0.02,1.16
1891,Mega Man X,SNES,1994,Platform,Capcom  ,Capcom  ,,,0.57,0.08,0.5,0.01,1.16
1892,Sega Rally Championship,SAT,1995,Racing,Sega  ,Sega-AM3  ,,,0.21,0.16,0.77,0.02,1.16
1893,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2003,Role-Playing,Konami  ,Konami  ,,,0.84,0.27,,0.05,1.16
1894,Test Drive: Off Road,PS,1997,Racing,Accolade  ,Motivetime  ,,,0.65,0.44,,0.08,1.16
1895,Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts  ,Team Fusion  ,6.6,,0.5,0.39,0.02,0.25,1.16
1896,Spore,PC,2008,Strategy,Electronic Arts  ,Maxis  ,7.0,7.0,0.03,1.06,,0.07,1.16
1897,FIFA Soccer 10,PSP,2009,Sports,EA Sports  ,EA Canada  ,7.9,,0.16,0.68,0.01,0.31,1.16
1898,Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive  ,City Interactive  ,4.3,,0.54,0.5,,0.12,1.16
1899,Sonic Rush Adventure,DS,2007,Platform,Sega  ,Dimps Corporation  ,,,0.53,0.49,0.01,0.12,1.16
1900,LEGO Star Wars: The Video Game,XB,2005,Action,Eidos Interactive  ,Traveller's Tales  ,8.0,,0.83,0.28,,0.05,1.16
1901,EA Sports Active: More Workouts,Wii,2009,Sports,EA Sports  ,EA Vancouver  ,7.9,,0.78,0.28,,0.1,1.16
1902,Wario Land: Shake It!,Wii,2008,Platform,Nintendo  ,Good-Feel  ,7.3,,0.59,0.31,0.15,0.1,1.15
1903,The Elder Scrolls V: Skyrim,NS,2017,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.6,9.1,0.67,0.32,0.06,0.1,1.15
1904,Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega  ,Sports Interactive  ,,,,1.15,,0.01,1.15
1905,Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games  ,Midway Games West  ,,,0.56,0.44,,0.15,1.15
1906,Bad Boys: Miami Takedown,PS2,2004,Shooter,Crave Entertainment  ,Blitz Games  ,,,0.56,0.44,,0.15,1.15
1907,Kaboom!,2600,1981,Action,Activision  ,Activision  ,,,1.07,0.07,,0.01,1.15
1908,Dragon Quest VIII: Journey of the Cursed King,3DS,2017,Role-Playing,Nintendo  ,Level 5 / Armor Project  ,8.8,,0.14,0.11,0.88,0.02,1.15
1909,Ratchet & Clank: All 4 One,PS3,2011,Platform,Sony Computer Entertainment  ,Insomniac Games  ,7.5,,0.75,0.22,0.05,0.13,1.15
1910,Derby Stallion III,SNES,1995,Sports,ASCII Entertainment  ,ASCII Entertainment  ,,,,,1.15,0.0,1.15
1911,Doraemon,NES,1986,Action,Hudson Soft  ,Hudson Soft  ,,,,,1.15,0.0,1.15
1912,Qix,GB,1990,Puzzle,Nintendo  ,Taito Corporation  ,,,0.51,0.2,0.41,0.03,1.15
1913,High School Musical 2: Work This Out!,DS,2008,Misc,Disney Interactive Studios  ,Artificial Mind and Movement  ,,,0.5,0.52,,0.13,1.15
1914,Middle-Earth: Shadow of War,XOne,2017,Action,Warner Bros. Interactive Entertainment  ,Monolith Productions  ,,,0.75,0.29,,0.11,1.15
1915,Pokémon Rumble Blast,3DS,2011,Action,Nintendo  ,Ambrella  ,5.3,,0.47,0.26,0.35,0.07,1.15
1916,Donkey Konga,GC,2004,Misc,Nintendo  ,Namco  ,7.3,,0.5,0.16,0.46,0.03,1.15
1917,Lego Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.61,0.44,,0.1,1.15
1918,Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision  ,Infinity Ward  ,9.3,,,1.12,,0.03,1.15
